"","H1_rep1","H1_rep2","H1_rep3","H1_rep4","H9_rep1","H9_rep2","H9_rep3","DEC_rep1","DEC_rep2","EC_rep1","EC_rep2","EC_rep3","HFF_rep1","HFF_rep2","HFF_rep3","NPC_rep1","NPC_rep2","TB_rep1","TB_rep2"
"POLR2E",2810.69,2838.43,2646.87,2274.61,5403.25,6008.93,5813.24,5839.8,6132.68,4096.5,4176.91,4605.13,4600.66,4908.74,4185.19,3932.01,5389.73,2607.5,4214.24
"ISG20L2",682.42,683.63,692.94,642.07,1734.37,2005.22,2090.8,1308.54,1071.57,769.52,863.33,1106.2,605.5,555.87,638.46,745.37,1162.03,597.02,876.52
"MIIP",511,547,472,449,1154.64,1197.32,1231.09,1677,2177.43,1007.97,991.12,609.99,364,364,335.7,1687.07,1844.77,570.78,734
"ZNF121",212,225,209,193.07,462.05,476.04,612.03,784.8,470.35,329.46,266.83,248.94,39.98,34,44,704.71,569.29,117.99,117
"ALMS1",810.98,791.95,784.59,702,2382.49,2190.19,2956.72,1712.3,940.15,715.11,653.76,647.82,460.04,403.91,564,2184.31,2675.03,436.61,626.92
"TMEM107",39,49,21,35,88,71,101,205,228.99,220,214.99,194,174,183,119.19,157,230,58.14,75
"NFKBIB",239,206,216,186,501.85,630.93,593,448,391.98,274.16,311.09,479.5,336,323,336,234.66,477.36,168,296.1
"OR4K14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRTM4",117,134,127.25,105,318.97,378,309,59,29,74,70,52,0,0,0,130,119.02,23,26
"KIAA1430",521.84,505.23,403.17,478,1036.03,1156,1282.31,1101.11,766,802,884.26,518,1017,955.61,1171.42,1176.94,1299,563,901.99
"HOXC12",0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0
"MBL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FAM183A",0,0,1,0,3,1,3,3,1,13,11,4,6,3,3,6,4,0,1
"NUDCD3",1168,1128.98,1087,1060.93,2104.98,2467.2,2660.04,3292.97,2719.96,2721.99,2776.46,2057.87,2613.01,2402,2513,2316,3381.63,1747.01,2493.28
"KLHL33",0,0,0,1,0,0,0,0,0,0,6,2,4,9,5,1,0,0,0
"KLF7",123.24,111.03,107.99,104,217.07,269.18,210,692.81,455,1058.6,937.6,983.31,254,232.49,246.14,171,229.01,88.76,107.85
"ELAVL2",257.47,255,248.01,265.06,536.67,786.03,686.24,112,69,80,92,199,1,4,3,750.05,502.95,67,84
"CCDC94",391.57,405.4,397,334,956.89,1209.68,1033,492,460,369,395,466,333.01,332.48,293,381,604,245,377
"BID",555.98,486.02,490,497,1091.94,1436,1467,431,404,456.02,426,413,724.09,750.92,711.83,409,646,935.62,1173.86
"AKR1C1",22.11,15.55,23.13,20.02,31.61,41.68,27.14,39.01,24.01,60.73,48.68,42.52,1158.41,1620.38,1466.43,67.28,129.87,19.27,65.29
"HTR5A",0,0,1,0,3,0,0,0,0,50,27,7,0,0,0,0,0,0,0
"CHIA",1,0,2,2,2,1,5,5.99,1,0,2.01,2,4,0,0,5.99,5.96,3,9.03
"SMS",2552.22,2497.48,2329.92,2338.97,7775.57,9347.81,9656.37,4054.21,3426.37,4383.23,4122,3885.55,2399.22,2140.18,1936.44,1198,2592.16,4605.74,5557.99
"C17orf75",571.41,495.05,481.38,503.44,1198.33,1468.12,1614.83,920.53,837.11,606.99,641.19,675.13,383.44,375.96,375.13,1160.51,1484.92,558.78,598.32
"OR4N2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"NELF",1081.41,1085,1029.97,878.18,2616.17,2488.73,2794.99,2903.4,3023.12,1322.28,1605.15,1442.01,1579.42,1525.91,1534.83,2757.58,3729.04,702.15,913.26
"C9orf114",1168,1184.81,1146.74,1069.61,2589.57,3130.03,3082.53,2134.88,2052.61,1617.1,1868.51,1942.93,761.71,784.03,680.14,1888.66,2208.88,1334.38,1745.77
"LOC728369",0,0,0,0,0,0,0.47,0.19,0,0,0,0,0,0,0.18,0,0,0,0
"WDR13",182.62,212.18,195.89,173,516.39,530,511.51,1043.8,1030.11,1439,1646.93,1666.07,1776.01,1917.04,1653.88,1459.98,1474.84,2000.25,1951.3
"GJA1",8942.09,8647.62,8177.73,8340.53,14608.74,17866.52,18637.66,35342.92,27348.56,34911.68,42807.25,46927.87,5070.45,6118.71,7198.23,21844,22916.07,635,1119
"SLC10A1",1,2,0,0,0,0,0,1,2,0,0,2,0,0,2,0,0,1,0
"FLI1",7.02,8.03,6,10.03,13.05,19.6,14.08,544.47,31.06,13707.14,15856.79,18487.24,367.99,402.71,421.3,21.01,18.95,74.05,102.43
"GABRR1",7,3,5,4,7,4,2,5,1,2.13,1,11.15,0,0,0,1,2,0,0
"PTGFR",0,0,0,2,1,3,0,58,48,3,1,6,549,804.01,710.11,0,0,11,6
"NHSL2",70,73.99,100,74,149,133.41,194.04,72,10,700.02,818.61,833,44,83,104,240,194,224,271
"ZBTB32",4,7,4,2,21,11,39.99,1,2,1,4,3,3,0,0,4,2,5,3
"SEC16A",926.73,919.01,886.68,897.01,3193.58,3484.67,3936.78,3962.79,3213.85,3890.37,3589.54,5719.34,3619.74,3813.74,4603.63,3846.46,3808.5,2422.71,3275.42
"TCP1",3581.35,3287.63,3352.38,3402.99,9853.68,11548.87,11568.83,7887.27,6842.29,5358.57,5041.19,5385.34,4464.63,3774.02,3787.29,4538.48,8131.5,3394.99,5094.63
"ATP6V0E2",224,273,233,230.45,831.14,804.87,855.85,453,601.95,207,204,186,475.51,601.98,533.01,1015.11,1144.17,611,1062.22
"VPREB3",1,3,5,0,5,8,5,0,4,4,0,5,1,3,1,3,0,0,1
"SLC43A1",474,451.96,465,433.28,614,613,669.11,125,107,218,201,215.37,430.96,609,595.5,29,27,5,7
"SEP15",1122,1187,1072.1,1035.03,2776.09,3150.06,3122.82,2958.65,2624.73,2468.74,2597.42,2826.53,3882.28,3692.34,4193,1601.77,2434.35,2279.02,2575.11
"SERINC4",5.1,4.08,0,4.05,2.76,6.04,12.12,29.43,48.7,96.2,62.43,62.78,19.43,18.36,18.39,154.62,74.34,28.4,16.27
"FGL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNL1",837.66,896,864.48,845.8,2209.4,2538.78,2559.78,2983.91,3064.94,2400.5,2756.78,3948.58,2341.16,2569.72,2418.35,1621.26,2308.75,1599.57,2332.29
"PPT1",2393,2298.8,2382.33,2266.57,4813.04,5851.28,5679.03,3676.99,3140.64,2838,2525.49,2608,2319.91,2642.55,2684.22,3581,4989.78,1449.05,1561
"TNFSF15",13.23,20.24,12.62,12.92,51.62,44.55,42.44,28.84,26,43.55,24.25,49.91,20.08,16.3,18.71,55.08,52.01,1323.04,1396.37
"IL1RN",1,0,0,0,0,0,0,0,0,0,0,0,25,19,19,0,0,24,17
"KCNH2",98.74,128.57,119,99.61,381.75,300,349.86,162.9,66,30,31,53,9,17,15,567.63,338.83,8,12
"ALS2CR11",0,0,0,1,0,0,1,1,0,0,1,2,22,12,20,2,3,4,0
"PAFAH2",199.78,203.01,200.14,202.86,501.42,592.71,629.15,348.97,300.93,325.82,328.27,257.92,406.49,320.91,353.22,613.85,635.46,487.8,794.1
"SMARCAD1",1280.49,1155,1119,1190.78,3471,4033.39,4333.2,3339.1,2493,2094,2477.29,2505,910,934.97,949,2414.01,3590.3,1254.98,1788.02
"CBFA2T3",12,12,12,3,47,18,27,13,5,38,10,49,1,3,1,437,120.01,24,17
"CAMK2D",84,95.09,80,88.88,255,333,298,4039.62,3163.05,1298.01,1495.24,1520,3377.04,2729.88,3112.5,801.99,1033.98,1823.63,3277.52
"SHCBP1L",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ATIC",3037.52,2926,3033,2968.96,5971.4,6798.21,6725.46,3607.01,2847.9,957.01,616.93,590,2485.03,2289,2239.9,2937.82,4410.56,2515.23,3942.15
"GEN1",343.57,307.51,254.05,331.35,946.89,895.67,923.1,502.78,365.6,367.4,376.03,492.63,260.38,272.81,249.72,982.16,1186.03,460.77,470.95
"SAMD8",250.03,250.77,221.18,231.53,673.87,715.76,807.8,1553.43,1035.2,1676.63,2001.96,2053.72,1114.4,1080.83,1275.11,1583.68,1018.02,861.21,1199.77
"TUBA1C",7907,7949.38,7676.18,7377.45,15756.82,18342.83,18746.28,30585.64,32474.84,12619.79,11686.18,12699.99,14301.02,10480.29,10865.81,9433.95,16410.56,7500.96,11594.3
"RDH16",0,2,3,1,13,8,8,12,18.61,57.57,45,42.41,4,1,1,80,41.32,6,6
"ARL6IP4",951,969.99,928.72,840.09,2355.76,2655.92,2680.36,2873.1,2989.72,3184.63,3305.3,3588.98,2624.55,2856.86,2534.04,1972.31,2630.97,1994.54,2838.78
"OR5V1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STK25",1757.71,1696.11,1676.8,1552.62,3581.03,3885.1,4142.13,4565.73,4356.97,4360.7,4650.24,4419.1,3305.31,3211.91,3052.7,4522.13,5613.21,3037.66,3894.58
"IL25",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"TMEM214",694,700,725,663,1861.95,2051.99,2255.14,2286.03,2297.96,2845,2693,3367.05,4822.06,4701.1,4906.83,1027.19,1643,2123.22,2689.66
"SPIN2B",92.44,79.08,78.85,70.68,240.34,193.15,262.74,194.81,203.23,213.5,252.71,413.08,96.11,109,81.33,196.49,244.16,163.5,150.11
"XRCC6BP1",48,39.79,45,38,110,133,150,167,162.05,65,46,30,106,138.86,117,28,34,16,40
"PHF16",447,396,386,441.05,1085,1385.18,1514.81,1050.99,741.55,595,621.83,656,221,226.01,218.99,793,1026,464.8,774.74
"COG3",244,236.04,216.25,201.95,717.98,874.93,1039,1225.37,979,926,901,803,789,682.72,852.81,938,974.13,761,1080
"EPB41L4A",140.57,153.24,158.35,150.47,441.39,390.69,438.1,656.14,564.13,2375.23,2256.51,1564.81,81.3,71.38,87.28,696.34,396.38,803.39,1196.01
"SAG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF883",118.97,150.6,124.47,116,364.99,326.75,363.5,66.31,40.03,121.7,170.67,81,83.5,88.73,90.95,137.32,187.51,45.09,82.76
"KRTAP20-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMPRSS4",7,5,5,6,3,9,7,0,2,17,0,9,0,0,0,1,8,38,61
"ALDH1B1",1205.72,1219.92,1247.88,1136.67,3052.9,3369.19,3286.91,1590.8,1346.97,544.06,503.52,528.32,743.76,672.6,774.79,988.35,1380.76,987.28,1381.66
"PDIA5",296,274.02,286.01,251.1,622.95,723.98,694,2495.15,2626.41,3056.42,2832.75,2313,1561,1781.96,1884.05,123,251,1262,1391.99
"TMEM138",186.52,170.05,170.17,148.13,520.08,548.87,632.73,345.65,349.93,238,258.98,287.14,713.87,583.05,646.97,523.16,546.35,305.54,399.78
"FAM184A",84,58,60,63,426,397,358,7583.94,5496.78,4619.76,4216.46,3764.44,6,2,2,547,370,344.92,536.1
"KLK5",27,20,20,15,35,27,20,0,0,0,0,1,0,0,0,1,1,0,1
"IFITM5",1,0,5,2,4,0,0,2,0,0,0,0,0,1,1,0,0,0,0
"PDE4DIP",422,385,367,370,1003,1132,1249.03,1381.06,1600.98,520.96,272.79,346.46,8229.55,7723.61,8169.44,1218.09,2932.43,2107.67,3229
"NPM3",946.72,944,948.02,869.98,2076.88,2286.11,2296.52,1973.99,1920.03,409,383,348.75,587,568.29,537.99,875,1020.99,408,589.02
"NUP43",969.11,962.31,887.25,927.19,1839.44,1990.98,2303.98,1666.69,1322.07,1268.89,1226.43,1270.5,650.71,550.87,627.04,1761.83,2108.75,925.1,1427.08
"MTTP",12,9,4,5,12.01,22.09,27,2,3,1,6,7,0,0,2,9,35,3,4
"SLC38A9",384.24,385,364,356,897,1144.73,1101.99,905.98,790,518.97,574.27,586.97,274,290,319.12,575.01,693.67,923.96,981.97
"ARHGEF11",697.51,742.89,661,634,1660.11,1842.55,2195.77,5046.71,4833.72,1756.05,1894.53,1752.87,1503.36,1586.99,1673.61,2671.01,2802.29,1244.45,1852.97
"C22orf15",31,40.21,27,24,52.06,40,58.02,6,10,64,60,54,29.32,36,27,74,71,8,4
"NIM1",0,0,0,0,0,1,0,0,4,8,1,8,30,40,23,2,2,1,1
"TRAF5",147.64,136.14,148.63,158.27,586.2,419.51,634.93,2632.89,2735.39,727.03,686.27,447.34,500.99,466.17,610.96,1445.31,1587.16,425.37,493.01
"FILIP1",56,41,47,49,88,73,53,14,15,884,959.98,742.71,26,22,24,1529.32,2234,208,116
"TBC1D24",187.18,184.24,177.85,169.68,539.87,477.6,644.98,1002.54,1055.96,439.4,567.31,825.41,857.68,823.57,810.12,837.03,820.25,190.41,294.37
"TRMT2A",311.89,268,291.19,278,780.07,914.99,1046.99,864.99,899.1,659.06,709.67,642,967.14,929.97,769.1,766.01,1058.2,698,841.75
"BANK1",10,17,13,10,17,26,21,18,8,29,11,16,25,32,24,7,18,60,72
"PNOC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
"ATP6V1G2",30,22,20,26,58,80,83,14,12,46,40,51,85,79,58,206,173,13,30
"LOC100506650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf21",0,0,0,0,0,0,0,1,0,10,15,7.04,0,0,0,2,1,0,0
"LOC100287404",0,0,0,0,0,0,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRAMEF12",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPINK2",4,3,3,5,3,2,4,2,0,3,4,9,0,0,0,3,1,0,0
"SHFM1",802.16,831,841,748,2856.57,3479.01,3310.12,3600.92,3459.39,2124.01,2030,2178.94,1737.28,1725.48,1639,1916.96,3080,1294.59,1914
"MICB",91.55,96.19,92.24,104.43,257.53,252.99,366.02,299.83,310.61,329.01,317.54,214.25,755.54,688.55,699.91,176.76,208.5,83.63,77.38
"ANO8",168,214,198.08,151,1055.37,921.85,1079.84,1400.97,1819.7,910.99,1058.92,1082.95,293.17,302,278.08,2956.64,1999.54,437.8,479.22
"NT5DC1",489.15,477.07,414,475.99,1081.04,1251.44,1226,1416.97,1057.99,585.22,610,371,553.22,691.99,636,832,903,456.54,717.99
"SPNS2",25.11,12.91,18.31,21.39,51.27,43.68,41.46,14.27,13.27,7097.62,6720.46,5550.87,5.24,5.34,9.13,78.57,35.56,1733.47,1029.65
"CD22",2,2,2,1,2.69,2,1,1,1,1,4,3,26,8.7,11,3,2.05,2,3
"SLC10A7",31,22,23,30,91,95,122.99,135.92,110.04,225.89,259,266.8,185.92,161.99,197,107,173.08,188,263
"TMEM132A",914.85,894.04,831.54,737.44,2629.58,2830.24,2968.4,4018.81,3997.3,3331.13,4211.1,4020.62,1159.39,1330.52,1332.49,3726.32,4909.02,949.55,1234.48
"GOLPH3L",442.7,412.53,383.41,392,1128.78,1231.98,1413.22,1072.99,941.32,542.47,501.75,406.56,746,773.15,780.24,872.71,989.47,276.38,704.43
"MLXIP",521.67,524.58,526,456.41,1614.21,1427.06,1649.5,1432.35,1089.06,1754.87,1652.85,2541.1,958.81,1198.2,1370,1215.49,1168.47,101.02,150.07
"PGF",18,33,25,17,56.65,34,50,180,67,154.96,92,165,522,868.02,818.32,11,36,1052.98,951.09
"PDSS2",247.42,225.28,218.6,218.66,655.71,708.03,609.59,331.18,309,367.13,367.37,346.83,509.18,477.96,465.3,347.34,482.88,305.16,506.54
"WDR75",1233,1168.99,1074,1120,3465.37,4308.9,4557.66,1947.01,1647,1214,1177.43,1340,886,737,851,1832.99,2331,891.51,1107.03
"C5orf47",3,2,2,3,9,10,9,0,0,0,0,0,0,0,0,2,1,0,0
"TULP3",254.07,246.16,237.41,215,804.01,880.45,979,1306.11,1294.05,1377.54,1514.03,1108.96,1837.81,2224.61,2157.88,1322.03,1578.07,695.42,1140.96
"C11orf24",386,380.01,350,340.99,995.13,1023,1079,1247.48,1216.01,511.76,460.09,572.03,2260.67,1993.99,2152.79,696,1082.96,612,731.4
"WNT3",26,27.98,24,24,42,35,37,519,531,80,105,158.65,51,41,49,48,58,12,5
"TOE1",448.99,447.72,423.47,363.15,845.22,990.64,844.57,543.85,526.33,217.26,269.35,404.79,249.1,228.43,236.28,192.25,436.3,267.95,410.17
"ACHE",36.99,35,35,33,72,45,57,420.05,366,764.36,923.73,1101,15,17,22,161,102,2154.81,1760.56
"UBE2K",2037.21,1911.06,1897.95,1974.98,5220.98,6029.17,6501.95,4665.3,3770.68,3124.53,3403.49,3700.87,1534.79,1412.96,1419.01,2593.97,3230.39,1436.91,2400.01
"THAP2",12,22,15.01,10,63.07,61.15,95.12,132.23,111.19,214.3,183.07,135.98,77.01,90.4,90.05,280.08,224.63,49.35,96.98
"GALNT10",288.25,275,268,222.99,782,649,699,2440.65,1689,489.19,487,680,3527.99,3126.16,3475.99,859.45,1651,747,1086
"LIN54",189.81,183.1,163.43,177.73,326.04,495.87,456.87,569.85,368.25,362.56,342.03,432.18,424.05,410.39,462.59,401.45,564.94,219.85,308.77
"TRAF3IP1",153.33,145.66,139.43,141.35,609.38,688.82,779.17,769.46,635.24,371.35,391.72,410.09,559.83,601.7,600.83,629.69,704.58,254.19,383.85
"ZKSCAN5",386.18,353.98,367.94,374.55,783.52,958.81,929.62,939.85,831.71,798.57,854.73,894.58,519.63,520.9,532.7,780.82,1025.03,421.93,740.94
"STS",57,43,44,45,215.17,276.12,301.01,266,214.24,151,245,236.09,913.97,788,946.07,43,173.89,14844.42,16022.26
"NDUFA4",2404.61,2374.05,2348.04,2289.72,5978.38,7490.26,7221.03,4572.25,4571.82,3042.59,3080.22,2961.84,3079.27,2757.04,2557.34,2624.34,4816.39,3133.04,4515.98
"ANO2",35,34,30,32,131.06,146,126,73,165,113,151,120,1,3,5,101,150,32,44
"ILKAP",267,222,260,242,827,951,993.49,1016,888.02,588.15,638.11,768,577,504.69,584.54,536.55,831,569,707.38
"GALK1",330,353,315,294,479.08,526,576.08,460,479,961.17,1105,762.57,642,762.99,610.99,320,403,287.63,424
"FAM110C",188.8,181.72,156.69,167.82,203.01,221.29,277.07,27.28,16.8,5.63,7.18,10.55,4.13,4.16,2.76,57.89,52.42,609.6,292.24
"CDC42EP5",25,29,29,17,55,34,50.98,15,1,115,138.93,88,641.96,906.69,801.17,58.01,32.94,9,10
"BNIP1",102,95,96,121,206,199,217,207,223,228,175,191,258,275,257,165,212,111,213.99
"UGT1A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C7orf66",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PHGR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKR7A2",402.48,421.62,405.76,338.22,1076.44,1148.65,1227.63,1162.78,1219.33,871.68,938.56,1004.67,1694.98,1886.99,1792.69,1113.95,1427.93,978.17,1355.58
"SHB",116,102,101,83,246,282,281.35,3395.41,3003.37,236.58,268.99,424,1034.59,871.02,890,536.95,757.19,763,987.86
"PRIM1",542.01,540,518,488,1318.7,1545.27,1541.1,327,279,140,142,71,104,109,104,988.14,1145.21,116,193
"SNX7",239,220,209,210.3,707.06,818,783,883,719.14,1069.85,1313.01,872,907.02,1098,1098.02,559,740.52,463,812.78
"ZNF816",67.25,61.85,53.75,58.99,299.29,262.94,269.05,548.13,396.3,369.31,310.01,337.77,130.26,124.49,133.37,240.92,300.38,285.64,375.85
"CD274",1,0,2,2,2,4,3,4,1,53,65,35,161,74,124,3,2,109,86
"TXN2",627,592,654,599,1496.93,1838.98,1599.77,1360.03,1485.68,1173.92,1372.03,1263.01,2077.02,2159.19,1955.02,1152.08,1843.85,1146.7,1834
"ZNF821",164,166,175,171,320,414,393.13,457,424.6,361,357.99,324.87,143,106.03,107,374,439,218.95,272
"SAP18",1519.13,1377.86,1445,1334,3677.98,4910.6,4571.69,2925.06,2671.88,2271.37,2683.06,3091.25,2692.98,2609.09,2353,1978,2627.57,1732.95,2583
"ERI3",861,856.25,821.4,774,1928.81,2240,2097.17,1814.15,1605.98,905.66,829,812.66,1380.01,1343.98,1245.79,1188.56,2141.77,667,1137
"C1orf229",6.75,15.72,8.91,13.68,23.39,31.07,28.23,50.72,54.55,41.66,25.75,32.41,34.7,35.7,16.06,91.93,78.94,69.9,49.94
"ZNF500",172.88,177.94,157.52,128.26,306.23,346.67,347.5,444.79,428.11,335.54,299.58,380.44,322.22,325.37,348.9,424.24,486.77,342.43,427.59
"KPNA3",1364,1241,1198.56,1230.97,2948.54,3174,3329.27,2374.59,1580,2136.37,2352.12,2186.99,1793.7,1628.81,1890.23,1490.99,2247.69,715.85,1276.42
"PTPLAD2",25,15,13,7,28,26,35,45,24,211,214,144,334,466.99,473.3,29,76,218.6,372
"MRPL33",280,241,283.23,263,645.01,779.01,763.12,826,732.43,604.97,599.12,624.27,882.99,881.2,838,494.55,715,610.4,871
"HMGA1",38899.17,37788,36125.74,33442.4,72846.41,85044.84,79463,37330.22,38453.05,12804.21,11366.28,13606.67,18558.83,14656.3,12261.7,43856.88,54987.53,11786.76,17996.13
"SIAH1",401,404,370.99,371,1179,1247.97,1112.94,977.17,801.04,847.86,874,893.1,477.02,451,550,766,968.98,520,629.09
"NLGN4X",2786.52,2601.83,2624.67,2548.1,9578.19,9988.35,11808.41,1332.37,1209.21,1087.12,1066.4,601.94,140.05,130.14,140.74,730.32,862.81,740.3,923.02
"ALDH1L2",162.41,162.92,151.5,174.43,228.61,185.07,193.44,69.7,41.71,73.43,75.84,64.62,3381.61,4523.94,5782.44,62.9,103.57,39.46,44.91
"TRIM71",2467,2554.24,2202.52,2163.98,3654.97,4093.99,4474.24,1602.87,864.8,1423,1291.99,1381.83,4,2.93,16.99,3369.93,2963.1,665,1264.02
"DLG1",544,519,495.9,493.4,1669.27,1898.78,2242.35,2372.27,1608.01,1387.39,1428.02,1346.09,1479,1490.99,1690.03,2586.42,2711.04,1557.28,2423.23
"MED20",695,651.09,687,592.86,1491.44,1727.18,1657.22,1147,1015,878,932,750.68,660,740.99,675.97,737,1352.82,768.03,1134.98
"POLA2",492.6,496,465,460,1528,1627.77,1773.21,1440.89,1313,575.02,629.95,426,521,436.08,392,1178.01,1686.77,582,795.53
"MAP3K14",155.59,149,118,143,270,330,339,292,268.01,273.97,294.93,288,462.99,532.14,544.11,495,665,715,439
"ETFB",378,351,382.01,318.99,779.01,817,771.71,959,878,751,670.05,690,1673.8,1578.96,1330.19,424,647,564,1021
"CHCHD2",1207,1221,1162.99,1141,4707.01,5907.01,5527.37,2844,3148.68,2348.03,2688,3060.86,4961.04,5170.13,4565.48,1129.97,1848,1087,1696.15
"TCP11",1,2,0,1.03,0,0,0,2.02,5.87,7.05,10,0.98,8,10,7,5,2,0,3
"KCNJ18",3.58,0,0.58,1.15,0,0,0.02,0,0,0,2.58,0.01,1.44,1.41,0,0,0,0,9.42
"ZNF256",149.02,158,147,155,481.99,405.99,356,343,279.02,380.04,337.99,370.73,78.76,88.02,116.63,458.75,332.99,151.99,215
"ZNF735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RALGAPA1",286,274,246,270,964,1141.35,1322.95,1081.07,769,740,634.99,664,400.95,387,487.59,600.94,794.45,848.33,1009
"UBE2C",1289.63,1186,1299.82,1207,3947.47,4686,4622.96,2580.7,3051.37,1880.32,1863.88,1816.94,574.04,557,430.01,3646.46,5955.64,625.99,1019.88
"SPEF2",5,4,3,5,23,20,18,51,55,169,348,583,79.71,75,75,76,96.84,80,87
"STIM2",239.09,260.45,217,230,626,748.13,773.01,633.9,421,1461.91,1723.83,1818.07,501.57,465.02,504,725.82,896,214,371.94
"FCN3",0,1,0,1,3,4,4,3,2,2632.76,3505.38,2495,2,3,1,6,4,1,1
"ATXN3L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRGPRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"C8orf87",0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
"APOBEC3C",196.1,183.73,190.94,170.88,324.98,318.21,336.65,1343.43,1377.04,277.58,354.98,242.99,1790.98,2119.84,1744.61,163.12,93.66,323.32,618.22
"MID1",673,648,644,675.09,2211.38,2452.06,2462.97,1327.34,946,694,737.99,498,986.02,1023,1293.18,1207,2037.26,2760.05,3088.44
"KRTAP16-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C5orf51",525.93,456.97,455.01,486.94,1367.22,1705.94,1648.81,1620.91,1128,1244.99,1266.92,1273.02,1230.99,1169,1391.31,1099,1715.66,957.81,1729
"GRIA2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,1
"F8A1",286,242.75,226,197,666,695,697,1080.89,1084,688.96,654.24,438.06,892.18,883.79,859.06,529,609.06,320.99,577.1
"ODF4",0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0
"C4orf36",5.04,17.05,11.03,15.09,25.1,26.76,31.21,12.92,11.04,11.04,2.01,4.01,23.22,54.1,57.09,53.23,22.01,19.13,15.08
"C19orf48",1957.04,1969.74,1848.98,1795.53,3893.14,4624.66,4516.83,2276.45,2415.64,752.82,790.52,939.07,745.07,794.25,786.32,1534.68,3120.28,1385.25,2183
"FAM86A",607.86,619.42,612.1,553.36,1341.11,1483.2,1416.69,808.81,741.23,360.61,322.25,281.24,858.93,771.44,696.83,637.9,983.55,308.12,420.23
"MED13",667.46,659,633,659.37,1786.02,2122.38,2164.93,2570.81,1360.19,2056,1970,2867.96,1268,1304.64,1807.75,2597.01,2386.48,1594.97,2337.41
"RSAD2",4.63,4.67,4.78,2.91,13.8,12.93,18.95,14.9,9.05,13.19,12.78,17.42,29.75,18.5,16.77,28.99,25.18,23.85,23.85
"CERK",1339.84,1362.56,1298.03,1249.23,2423.57,2380.43,3029.67,5559.27,5040.25,3722.77,3739,3607.15,2035.28,1854.95,1805.28,3783.51,5023.22,891.9,1564.18
"HSPA13",619,553,534.98,585,1347.99,1439.04,1603,2082.41,1490.54,1355.02,1348,1818.99,1054,932,1138.69,1598,1703.84,869.99,897.23
"ZNF513",203,208,224,169,694,757,784.93,1109.92,1136.89,722.97,902,919.2,572.06,527,441,837.25,995.03,927.21,900.47
"SLC30A8",3.24,0,0,2.08,8.1,3,6.79,8.38,8.84,4.96,5.95,7.94,2.28,8.09,9.66,14.64,10.13,6.65,11.96
"RNASE1",5,4,7,7,24,7,17,326,371,20110.19,20541.08,15684.66,0,0,0,18,26,35,103
"CXADR",1845.19,1809.93,1533.11,1800.01,3535.69,3840.17,3840.39,2600.49,1992.73,725.31,515.75,643.63,9.44,8.37,13.31,4018.38,3591.63,2998.81,3231.03
"MRPL28",915,911,938.99,784,1938.97,2185.28,2171.83,3141.26,3377.89,1471,1602.43,1594.01,1675.99,1567.98,1342.17,1311,1780.48,975,1677
"ANKRD10",642.11,654.77,623.98,590,1432.79,1356.81,1685.17,1327.63,1444.38,1476.41,1478.41,2207.98,894.64,821.94,694.66,2643.38,2430.91,1342.12,1266.81
"ZNF192",382.24,377.84,336.89,337.25,1154.22,1158.29,1193.95,1130.45,637.18,1367.03,1245.48,1367.61,593.13,668.64,732.99,2504.55,1798.27,655.13,1072.63
"ARMC8",444.03,475,402.59,425.16,1347.41,1736.84,1716.07,1052.19,762.08,908.53,943.14,961.16,700.86,697,720.96,1066.54,1195.01,638,886.17
